chr2L	11345	11409	2	2	1	36	0	36
chr2L	11519	11778	2	2	1	180	0	37
chr2L	12222	12285	2	2	1	1	0	12
chr2L	12929	13519	2	2	1	23	0	35
chr2L	13626	13682	2	2	1	50	0	34
chr2L	14875	14932	2	2	1	10	0	7
chr2L	17213	18260	2	2	1	0	5	17
chr2L	17213	18330	2	2	0	0	2	12
chr2L	17213	19879	2	2	1	10	0	30
chr2L	17213	21135	2	2	1	0	2	12
chr2L	20021	21065	2	2	1	2	5	17
chr2L	20021	21135	2	2	1	6	2	22
chr2L	28927	28981	2	2	1	1	0	28
chr2L	67508	67568	1	1	1	4	0	4
chr2L	67763	67891	1	1	1	9	0	30
chr2L	68024	68084	1	1	1	9	0	8
chr2L	70550	70606	1	1	1	34	0	27
chr2L	72082	74902	1	1	1	14	0	31
chr2L	72978	74902	1	1	1	35	0	34
chr2L	73586	74902	1	1	0	2	0	16
chr2L	73693	74902	1	1	1	18	0	37
chr2L	73898	74902	1	1	1	8	0	31
chr2L	74573	74902	1	1	1	2	0	6
chr2L	75019	75077	1	1	1	58	0	31
chr2L	95302	95353	1	1	1	10	0	30
chr2L	97834	97883	1	1	1	2	0	33
chr2L	98471	98526	1	1	1	25	0	33
chr2L	99724	99784	1	1	1	8	0	9
chr2L	100517	100571	1	1	1	34	0	21
chr2L	100704	100761	1	1	1	17	0	28
chr2L	100943	101015	1	1	1	41	0	18
chr2L	101195	101248	1	1	1	24	0	31
chr2L	101620	101875	1	1	1	17	0	34
chr2L	102907	103005	1	1	1	60	0	36
chr2L	103435	103515	1	1	1	35	0	36
chr2L	104948	105004	2	2	1	10	0	7
chr2L	105337	105390	2	2	1	13	0	21
chr2L	105456	105511	2	2	1	15	0	20
chr2L	105456	106437	2	2	0	1	0	32
chr2L	108102	108587	1	1	1	48	0	34
chr2L	108227	108587	1	1	1	33	0	34
chr2L	108347	108587	1	1	1	15	0	26
chr2L	108810	110405	1	1	1	247	0	38
chr2L	110484	110754	1	1	1	161	0	38
chr2L	110878	111004	1	1	1	6	0	23
chr2L	110878	111906	1	1	1	259	0	35
chr2L	110878	112689	1	1	1	1	0	27
chr2L	111118	112689	1	1	1	36	1	36
chr2L	112020	112689	1	1	1	298	1	37
chr2L	113370	113433	1	1	1	589	0	38
chr2L	114992	122585	1	1	0	5	0	35
chr2L	114992	155566	1	1	1	34	0	35
chr2L	117760	117819	2	2	1	26	0	35
chr2L	118077	118135	2	2	1	1	0	13
chr2L	118305	118360	2	2	1	4	0	26
chr2L	118875	118930	2	2	1	5	0	35
chr2L	119077	119133	2	2	1	8	0	36
chr2L	119236	119287	2	2	1	7	0	26
chr2L	119555	119827	2	2	1	1	0	14
chr2L	122995	123080	2	2	1	11	0	20
chr2L	123630	123693	2	2	1	77	0	35
chr2L	123795	123855	2	2	1	40	0	33
chr2L	124025	124086	2	2	1	129	0	28
chr2L	124921	125076	2	4	1	22	0	37
chr2L	125267	126109	2	2	1	18	0	35
chr2L	126228	128799	2	2	1	29	0	27
chr2L	132256	132475	1	1	1	59	0	23
chr2L	141341	141395	2	2	1	14	0	29
chr2L	147455	147510	2	2	1	1	0	32
chr2L	148174	148337	2	2	1	5	0	6
chr2L	155060	155127	2	2	1	9	0	37
chr2L	155179	155566	1	1	0	2	0	27
chr2L	155430	155545	1	1	1	15	0	28
chr2L	155430	155566	1	1	1	47	0	36
chr2L	155430	155637	1	1	1	1	0	26
chr2L	155785	155857	1	1	1	502	0	37
chr2L	155971	156044	1	1	0	6	0	22
chr2L	156349	156422	1	1	1	101	0	32
chr2L	156553	156735	1	1	1	89	0	37
chr2L	157751	157897	2	2	0	1	0	14
chr2L	158376	158435	2	2	1	60	0	30
chr2L	184240	190040	1	1	0	1	0	14
chr2L	187017	187481	1	1	1	9	0	18
chr2L	195748	195891	1	1	0	0	1	32
chr2L	199576	199636	1	1	1	2	0	23
chr2L	200316	200375	1	1	1	39	0	37
chr2L	200676	200741	1	1	1	4	0	18
chr2L	201062	201126	1	1	1	22	0	36
chr2L	203892	203992	1	1	1	7	0	27
chr2L	205213	205271	2	2	1	6	0	28
chr2L	206051	206699	2	2	1	4	0	28
chr2L	207632	207710	1	1	1	8	0	4
chr2L	208609	208728	1	1	1	25	0	27
chr2L	214943	215033	2	2	1	16	0	29
chr2L	215677	215772	2	2	1	9	0	33
chr2L	216574	216631	2	2	1	7	0	35
chr2L	218886	221505	2	2	1	2	0	13
chr2L	218886	227371	2	2	1	3	0	9
chr2L	226509	227371	2	2	1	1	0	17
chr2L	227548	228132	2	2	1	2	0	17
chr2L	228282	229172	2	2	1	5	0	17
chr2L	229383	230537	2	2	1	4	0	27
chr2L	230628	230757	2	2	1	5	0	31
chr2L	231035	231962	2	2	1	3	0	9
chr2L	232102	232291	2	2	1	4	0	27
chr2L	234175	234236	2	2	1	2	0	22
chr2L	242429	242507	2	2	0	10	0	36
chr2L	251465	251526	2	2	1	85	0	33
chr2L	251802	251855	2	2	1	84	0	37
chr2L	251925	251978	2	2	1	39	0	28
chr2L	252167	252226	2	2	1	31	0	36
chr2L	253146	253219	2	2	1	141	0	38
chr2L	253386	253445	2	2	1	50	0	35
chr2L	253891	253955	2	2	1	49	0	25
chr2L	254398	255369	2	2	0	5	0	35
chr2L	254398	271628	2	2	1	14	0	15
chr2L	254425	271628	2	2	1	2	0	8
chr2L	272507	272554	2	2	1	32	0	32
chr2L	275252	275318	2	2	1	83	0	31
chr2L	276498	276738	2	2	1	47	0	33
chr2L	276904	276958	2	2	1	36	0	38
chr2L	279806	279869	1	1	1	8	0	37
chr2L	280041	280109	1	1	1	15	0	30
chr2L	282506	282653	2	4	1	43	0	20
chr2L	284211	284747	2	2	1	5	0	33
chr2L	284969	285432	2	2	1	26	0	29
chr2L	284969	286306	2	2	1	1	0	10
chr2L	292661	292716	1	1	1	64	0	36
chr2L	294373	294440	2	2	1	48	0	20
chr2L	295281	295345	1	1	1	66	0	33
chr2L	295629	295703	1	1	1	86	0	37
chr2L	296812	296976	1	1	1	392	0	36
chr2L	298404	299032	1	1	1	10	0	28
chr2L	299919	302025	1	1	1	2	0	32
chr2L	318121	325677	1	1	1	4	0	7
chr2L	325825	334119	1	1	1	15	0	37
chr2L	334258	335414	1	1	1	5	0	29
chr2L	335549	336017	1	1	1	6	0	17
chr2L	336547	337015	1	1	1	3	0	7
chr2L	337199	337937	1	1	1	4	0	35
chr2L	340856	342578	1	1	1	14	0	11
chr2L	342793	342865	1	1	1	16	0	16
chr2L	343730	344023	1	1	1	10	0	32
chr2L	343730	344038	1	1	1	7	0	30
chr2L	343730	344041	1	1	1	3	0	6
chr2L	344490	344554	1	1	1	7	0	36
chr2L	344490	344575	1	1	1	2	0	23
chr2L	344948	345008	1	1	1	8	0	13
chr2L	345154	345214	1	1	1	7	0	21
chr2L	356313	356366	2	2	1	14	0	31
chr2L	356838	356890	2	2	1	17	0	23
chr2L	357192	357422	2	2	1	26	0	37
chr2L	406036	406094	1	1	1	2	0	10
chr2L	409466	409531	2	2	1	51	0	36
chr2L	409737	409789	2	2	1	49	0	38
chr2L	410074	410126	2	2	1	10	0	19
chr2L	411061	411128	2	2	1	11	0	21
chr2L	411719	411781	2	2	1	13	0	24
chr2L	412238	412446	2	2	1	3	0	34
chr2L	412659	413395	2	2	1	3	0	28
chr2L	413655	414442	2	2	1	28	0	31
chr2L	415447	415511	1	1	1	4	0	14
chr2L	416711	416788	1	1	1	42	0	33
chr2L	419907	419969	1	1	0	5	0	14
chr2L	420147	420291	1	1	1	15892	3	38
chr2L	432118	438379	1	1	1	2	0	4
chr2L	443162	443225	1	1	1	2	0	19
chr2L	446584	446641	1	1	1	1	0	11
chr2L	449171	449229	2	2	1	57	0	37
chr2L	449321	449434	2	2	1	106	0	29
chr2L	450541	450665	2	2	1	92	0	35
chr2L	450879	452576	2	2	1	21	0	29
chr2L	454271	454329	1	1	1	0	184	38
chr2L	454930	454988	1	1	1	0	184	38
chr2L	455828	456085	1	1	1	6	0	29
chr2L	473166	473222	1	1	1	18	0	36
chr2L	473995	474053	1	3	1	3	0	34
chr2L	474766	475035	1	1	1	35	0	34
chr2L	475179	475232	1	1	1	22	0	35
chr2L	475852	475915	1	1	1	95	0	37
chr2L	476016	476077	1	1	1	96	0	36
chr2L	476332	479598	1	1	0	2	0	20
chr2L	478205	479406	2	2	1	23	0	19
chr2L	525437	536022	1	1	1	12	0	25
chr2L	536967	537036	1	1	1	5	0	24
chr2L	537432	537548	1	1	1	12	0	9
chr2L	537750	537862	1	1	1	20	0	35
chr2L	539250	539309	1	1	1	19	0	29
chr2L	539453	539517	1	1	1	47	0	33
chr2L	541169	541708	2	2	1	10	0	24
chr2L	541425	541576	1	1	0	2	0	14
chr2L	541643	541708	2	2	0	3	0	16
chr2L	542347	542429	2	2	1	1	0	29
chr2L	542351	542429	2	2	1	290	0	37
chr2L	543350	543415	2	2	1	110	0	36
chr2L	544267	544332	2	2	1	94	0	37
chr2L	545307	545370	1	1	1	2	0	29
chr2L	545565	545815	1	1	1	10	0	18
chr2L	555447	555509	2	2	1	2	0	33
chr2L	560038	560096	1	1	1	184	0	38
chr2L	560306	560369	1	1	0	14	0	37
chr2L	566439	566497	2	2	1	110	0	35
chr2L	566625	566679	2	2	1	43	0	27
chr2L	567031	567088	2	2	1	61	0	38
chr2L	568434	568598	1	1	1	1	0	35
chr2L	569291	569347	1	1	1	2	0	38
chr2L	574699	574779	1	1	1	21	0	29
chr2L	575091	575143	1	1	1	50	0	38
chr2L	603007	603073	1	1	1	8	0	33
chr2L	695081	818083	1	1	0	4	0	15
chr2L	810759	810808	1	1	1	13	0	26
chr2L	810759	810816	1	1	0	6	0	31
chr2L	811022	811088	1	1	1	37	0	37
chr2L	811204	811258	1	1	1	119	0	32
chr2L	812497	812561	1	1	1	51	0	29
chr2L	813894	813950	2	2	1	38	0	37
chr2L	814185	814242	2	2	1	4	0	28
chr2L	815222	815274	2	2	1	13	0	37
chr2L	815413	815474	2	2	1	8	0	25
chr2L	815422	815474	2	2	1	18	0	33
chr2L	818644	818703	2	2	1	8	0	34
chr2L	821660	822857	1	1	1	159	0	36
chr2L	823570	823636	1	1	1	65	0	32
chr2L	824138	824190	1	1	1	24	0	37
chr2L	824138	824218	1	1	1	86	0	38
chr2L	826508	829304	1	1	1	13	0	17
chr2L	826508	829456	1	1	1	3	0	10
chr2L	829972	830144	1	1	1	5	0	32
chr2L	830350	830737	1	1	1	16	0	37
chr2L	831084	831176	1	1	1	10	0	37
chr2L	831627	831713	1	1	1	26	0	33
chr2L	834584	834973	2	2	1	109	0	37
chr2L	835291	835352	2	2	1	62	0	37
chr2L	835548	836545	2	2	1	34	0	28
chr2L	837379	849898	2	2	1	26	0	34
chr2L	851660	851717	2	2	1	30	0	37
chr2L	852443	852498	2	2	1	14	0	20
chr2L	852572	852627	2	2	1	4	0	22
chr2L	853006	853191	1	1	1	31	0	28
chr2L	853279	853544	1	1	1	34	0	36
chr2L	855624	855686	1	1	1	4	0	38
chr2L	855811	855867	1	1	1	7	0	35
chr2L	862259	862318	2	2	1	58	0	38
chr2L	862499	862562	2	2	1	29	0	33
chr2L	864135	864194	2	2	1	4	0	23
